cty,name,kfr_imm_rA_gP_pall,kfr_imm_rA_gP_pall_l,kfr_imm_rA_gP_p100,kfr_imm_rA_gP_p100_l,kfr_imm_rA_gP_p75,kfr_imm_rA_gP_p75_l,kfr_imm_rA_gP_p25,kfr_imm_rA_gP_p25_l,kfr_imm_rA_gP_p1,kfr_imm_rA_gP_p1_l,kfr_imm_rA_gP_p50,kfr_imm_rA_gP_p50_l,kfr_imm_rA_gF_pall,kfr_imm_rA_gF_pall_l,kfr_imm_rA_gF_p100,kfr_imm_rA_gF_p100_l,kfr_imm_rA_gF_p75,kfr_imm_rA_gF_p75_l,kfr_imm_rA_gF_p25,kfr_imm_rA_gF_p25_l,kfr_imm_rA_gF_p1,kfr_imm_rA_gF_p1_l,kfr_imm_rA_gF_p50,kfr_imm_rA_gF_p50_l,kfr_imm_rA_gM_pall,kfr_imm_rA_gM_pall_l,kfr_imm_rA_gM_p100,kfr_imm_rA_gM_p100_l,kfr_imm_rA_gM_p75,kfr_imm_rA_gM_p75_l,kfr_imm_rA_gM_p25,kfr_imm_rA_gM_p25_l,kfr_imm_rA_gM_p1,kfr_imm_rA_gM_p1_l,kfr_imm_rA_gM_p50,kfr_imm_rA_gM_p50_l,kfr_imm_rP_gP_pall,kfr_imm_rP_gP_pall_l,kfr_imm_rP_gP_p100,kfr_imm_rP_gP_p100_l,kfr_imm_rP_gP_p75,kfr_imm_rP_gP_p75_l,kfr_imm_rP_gP_p25,kfr_imm_rP_gP_p25_l,kfr_imm_rP_gP_p1,kfr_imm_rP_gP_p1_l,kfr_imm_rP_gP_p50,kfr_imm_rP_gP_p50_l,kfr_imm_rP_gF_pall,kfr_imm_rP_gF_pall_l,kfr_imm_rP_gF_p100,kfr_imm_rP_gF_p100_l,kfr_imm_rP_gF_p75,kfr_imm_rP_gF_p75_l,kfr_imm_rP_gF_p25,kfr_imm_rP_gF_p25_l,kfr_imm_rP_gF_p1,kfr_imm_rP_gF_p1_l,kfr_imm_rP_gF_p50,kfr_imm_rP_gF_p50_l,kfr_imm_rP_gM_pall,kfr_imm_rP_gM_pall_l,kfr_imm_rP_gM_p100,kfr_imm_rP_gM_p100_l,kfr_imm_rP_gM_p75,kfr_imm_rP_gM_p75_l,kfr_imm_rP_gM_p25,kfr_imm_rP_gM_p25_l,kfr_imm_rP_gM_p1,kfr_imm_rP_gM_p1_l,kfr_imm_rP_gM_p50,kfr_imm_rP_gM_p50_l,kfr_imm_rB_gP_pall,kfr_imm_rB_gP_pall_l,kfr_imm_rB_gP_p100,kfr_imm_rB_gP_p100_l,kfr_imm_rB_gP_p75,kfr_imm_rB_gP_p75_l,kfr_imm_rB_gP_p25,kfr_imm_rB_gP_p25_l,kfr_imm_rB_gP_p1,kfr_imm_rB_gP_p1_l,kfr_imm_rB_gP_p50,kfr_imm_rB_gP_p50_l,kfr_imm_rB_gF_pall,kfr_imm_rB_gF_pall_l,kfr_imm_rB_gF_p100,kfr_imm_rB_gF_p100_l,kfr_imm_rB_gF_p75,kfr_imm_rB_gF_p75_l,kfr_imm_rB_gF_p25,kfr_imm_rB_gF_p25_l,kfr_imm_rB_gF_p1,kfr_imm_rB_gF_p1_l,kfr_imm_rB_gF_p50,kfr_imm_rB_gF_p50_l,kfr_imm_rB_gM_pall,kfr_imm_rB_gM_pall_l,kfr_imm_rB_gM_p100,kfr_imm_rB_gM_p100_l,kfr_imm_rB_gM_p75,kfr_imm_rB_gM_p75_l,kfr_imm_rB_gM_p25,kfr_imm_rB_gM_p25_l,kfr_imm_rB_gM_p1,kfr_imm_rB_gM_p1_l,kfr_imm_rB_gM_p50,kfr_imm_rB_gM_p50_l,kfr_imm_rW_gP_pall,kfr_imm_rW_gP_pall_l,kfr_imm_rW_gP_p100,kfr_imm_rW_gP_p100_l,kfr_imm_rW_gP_p75,kfr_imm_rW_gP_p75_l,kfr_imm_rW_gP_p25,kfr_imm_rW_gP_p25_l,kfr_imm_rW_gP_p1,kfr_imm_rW_gP_p1_l,kfr_imm_rW_gP_p50,kfr_imm_rW_gP_p50_l,kfr_imm_rW_gF_pall,kfr_imm_rW_gF_pall_l,kfr_imm_rW_gF_p100,kfr_imm_rW_gF_p100_l,kfr_imm_rW_gF_p75,kfr_imm_rW_gF_p75_l,kfr_imm_rW_gF_p25,kfr_imm_rW_gF_p25_l,kfr_imm_rW_gF_p1,kfr_imm_rW_gF_p1_l,kfr_imm_rW_gF_p50,kfr_imm_rW_gF_p50_l,kfr_imm_rW_gM_pall,kfr_imm_rW_gM_pall_l,kfr_imm_rW_gM_p100,kfr_imm_rW_gM_p100_l,kfr_imm_rW_gM_p75,kfr_imm_rW_gM_p75_l,kfr_imm_rW_gM_p25,kfr_imm_rW_gM_p25_l,kfr_imm_rW_gM_p1,kfr_imm_rW_gM_p1_l,kfr_imm_rW_gM_p50,kfr_imm_rW_gM_p50_l,kfr_imm_rH_gP_pall,kfr_imm_rH_gP_pall_l,kfr_imm_rH_gP_p100,kfr_imm_rH_gP_p100_l,kfr_imm_rH_gP_p75,kfr_imm_rH_gP_p75_l,kfr_imm_rH_gP_p25,kfr_imm_rH_gP_p25_l,kfr_imm_rH_gP_p1,kfr_imm_rH_gP_p1_l,kfr_imm_rH_gP_p50,kfr_imm_rH_gP_p50_l,kfr_imm_rH_gF_pall,kfr_imm_rH_gF_pall_l,kfr_imm_rH_gF_p100,kfr_imm_rH_gF_p100_l,kfr_imm_rH_gF_p75,kfr_imm_rH_gF_p75_l,kfr_imm_rH_gF_p25,kfr_imm_rH_gF_p25_l,kfr_imm_rH_gF_p1,kfr_imm_rH_gF_p1_l,kfr_imm_rH_gF_p50,kfr_imm_rH_gF_p50_l,kfr_imm_rH_gM_pall,kfr_imm_rH_gM_pall_l,kfr_imm_rH_gM_p100,kfr_imm_rH_gM_p100_l,kfr_imm_rH_gM_p75,kfr_imm_rH_gM_p75_l,kfr_imm_rH_gM_p25,kfr_imm_rH_gM_p25_l,kfr_imm_rH_gM_p1,kfr_imm_rH_gM_p1_l,kfr_imm_rH_gM_p50,kfr_imm_rH_gM_p50_l,kfr_imm_rNA_gP_pall,kfr_imm_rNA_gP_pall_l,kfr_imm_rNA_gP_p100,kfr_imm_rNA_gP_p100_l,kfr_imm_rNA_gP_p75,kfr_imm_rNA_gP_p75_l,kfr_imm_rNA_gP_p25,kfr_imm_rNA_gP_p25_l,kfr_imm_rNA_gP_p1,kfr_imm_rNA_gP_p1_l,kfr_imm_rNA_gP_p50,kfr_imm_rNA_gP_p50_l,kfr_imm_rNA_gF_pall,kfr_imm_rNA_gF_pall_l,kfr_imm_rNA_gF_p100,kfr_imm_rNA_gF_p100_l,kfr_imm_rNA_gF_p75,kfr_imm_rNA_gF_p75_l,kfr_imm_rNA_gF_p25,kfr_imm_rNA_gF_p25_l,kfr_imm_rNA_gF_p1,kfr_imm_rNA_gF_p1_l,kfr_imm_rNA_gF_p50,kfr_imm_rNA_gF_p50_l,kfr_imm_rNA_gM_pall,kfr_imm_rNA_gM_pall_l,kfr_imm_rNA_gM_p100,kfr_imm_rNA_gM_p100_l,kfr_imm_rNA_gM_p75,kfr_imm_rNA_gM_p75_l,kfr_imm_rNA_gM_p25,kfr_imm_rNA_gM_p25_l,kfr_imm_rNA_gM_p1,kfr_imm_rNA_gM_p1_l,kfr_imm_rNA_gM_p50,kfr_imm_rNA_gM_p50_l
cty27095,"Mille Lacs County, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43167,68688,1062314,63559,67217,66717,24425,70184,9470,72233,41428,68496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty46029,"Codington County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty38053,"McKenzie County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty46121,"Todd County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty19193,"Woodbury County, IA",46389,38123,47582,1062314,45934,52874,45016,25728,44329,0,45338,37471,,51811,,1062314,,82968,,25893,,0,,48600,,,,,,,,,,,,,40009,40116,86102,72671,53335,51378,32266,34592,24321,26308,41354,42145,43712,45702,80175,95057,55359,63358,36840,37294,30874,26183,44600,47846,36576,35901,104484,57777,53659,43501,27318,32548,16075,26506,38963,37927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48346,52315,81209,84535,53471,58458,35226,38499,28793,29211,42874,47290,48734,79639,105610,121296,54546,86475,26470,62836,15885,51902,38394,73436,47395,38957,54965,68678,49646,45005,45095,26629,42803,16994,47333,35034,37338,45532,116929,64472,59230,53071,34384,43762,21027,35291,45574,48788,42708,43997,53060,60725,47058,51746,42556,44089,39866,37335,44698,47838,32225,47130,1062314,60912,63549,51987,27406,44698,6436,37433,43757,49135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty28067,"Jones County, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40395,66487,91866,111174,52622,79180,28767,55855,19618,45343,39026,66309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36388,,137937,,57884,,24446,,13033,,37880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty20013,"Brown County, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty46102,"Oglala Lakota County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty30013,"Cascade County, MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42526,40174,58596,55380,47268,45693,38227,36889,34568,32268,42318,40988,47189,39717,64351,67494,53225,50699,43590,34957,40289,27469,47794,41687,37182,41132,60424,43965,43077,41996,30884,40207,25264,39158,36590,41109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43105,41731,54454,57561,46316,47564,39690,38544,37131,33852,42616,42732,51852,40644,60053,57388,54616,47299,49882,38210,47904,33477,52061,42429,36500,42767,59987,55818,42397,47251,29392,39361,22920,35217,35690,43041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty26013,"Baraga County, MI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty38035,"Grand Forks County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48199,55048,88780,80061,55963,61197,34765,45409,26964,37944,43851,52507,56452,59040,107791,86968,65580,65852,38486,46097,30464,37490,49391,54370,41286,52102,66086,75885,46004,58064,32418,44723,26296,37960,38714,51127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54633,63123,84257,72810,61997,65715,46041,58790,40520,55111,52779,62050,59925,67701,97320,83114,70050,72026,50709,61627,43743,56236,59153,66494,51621,58978,73582,65024,56652,61069,43991,57109,38184,54943,50009,58990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty45051,"Horry County, SC",,60228,,57399,,58402,,58890,,59463,,58658,,,,,,,,,,,,,,,,,,,,,,,,,37126,40460,60889,54968,43684,45062,30767,36075,25502,31348,36595,40263,37081,40346,68159,58524,46554,46234,30024,33990,24312,27936,37146,39332,37384,40667,52039,53690,40617,44790,31928,37511,27848,33463,36044,41112,,50934,,183222,,84458,,47485,,37409,,63964,,,,,,,,,,,,,,,,,,,,,,,,,35704,38707,53719,57077,41290,44033,31576,32639,27803,26654,35858,37925,31303,40493,52360,88070,37929,50757,26359,25278,21437,12656,31670,36597,42078,36917,51802,42187,44857,38814,39050,35397,36132,33502,41904,37030,,34958,,52198,,40683,,31128,,21756,,36345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty38015,"Burleigh County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62712,57365,91543,78156,59272,59841,38115,44502,30508,37208,47145,51403,51015,61078,88555,82611,52779,63047,28769,44584,20813,36426,38761,52338,75278,55149,105578,74409,71557,57858,50485,45308,42127,38890,59968,51350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65507,60995,89015,74927,59202,61325,39636,49218,32994,43254,47742,54759,,61958,,79444,,61641,,46527,,39336,,53347,,59801,,74781,,62683,,51656,,46147,,56743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty31173,"Thurston County, NE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty18039,"Elkhart County, IN",62218,54587,141990,39720,70017,53321,48792,61237,36425,71566,55496,57356,,,,,,,,,,,,,,,,,,,,,,,,,51347,48323,77294,83048,56683,58495,41629,39395,35983,30482,48234,47841,49709,45654,104805,76988,62689,55005,35725,35429,27592,26467,46586,43623,52737,51703,64109,86239,54731,61581,47488,44159,44194,35688,50901,52385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53948,54623,66107,88964,55243,62220,46644,41619,43426,32244,50398,50677,54772,54725,91598,88212,60694,60281,40064,39177,32688,29501,48890,48428,54047,55461,47590,88816,54424,64320,61560,44829,65683,35948,57881,53464,45550,50779,99072,58943,59165,53729,38948,49083,28088,44575,48210,51633,42716,46282,87770,58374,55894,50824,37553,44258,27943,38381,45765,47484,49030,54710,122252,60291,64530,56604,41129,53337,28404,49872,52164,55353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty02164,"Lake and Peninsula Borough, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty35006,"Cibola County, NM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44477,,109440,,60824,,30886,,17121,,43609,,44332,,141345,,69099,,29920,,13823,,45003,,43697,,44907,,43567,,42341,,41621,,42964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38678,,41854,,38826,,36010,,33150,,37574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty38105,"Williams County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64196,,84653,,66594,,51032,,43623,,58092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61299,,53031,,60976,,70441,,76356,,65751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty46099,"Minnehaha County, SD",43345,45129,66458,59837,48516,47424,40253,42231,34588,36704,43025,44643,,,,,,,,,,,,,,46766,,83303,,51412,,41801,,33032,,46018,49216,48707,94620,60587,61666,53048,40044,45980,32384,42287,49256,49286,49127,48779,76708,53328,57142,50832,41611,47931,36574,46400,48196,49241,48905,48541,209177,70962,72221,55582,37145,43871,24390,37811,51829,49534,34546,32232,27228,20105,30927,26265,33703,33052,35706,35757,32245,29593,,43383,,23751,,32262,,46033,,53529,,39419,,,,,,,,,,,,,56686,53109,129585,62471,70397,56328,41155,50410,32069,47270,52815,53188,56197,51407,113520,56445,68276,52829,41861,49235,32939,47265,52919,50942,57586,54943,1062314,67275,78448,58549,37877,50383,22751,46170,55236,54181,48048,54313,85634,96805,58836,70843,43500,51818,35031,36575,50679,61860,,56084,,1062314,,98600,,53117,,25789,,72936,50828,,70902,,56405,,47759,,42324,,52092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty36047,"Kings County, NY",57700,50719,102841,75345,70248,57204,56307,49822,47371,42300,60912,53212,63248,56216,128892,77248,80141,62921,61962,55164,53474,46665,68093,58913,52747,45629,88047,71377,62579,51407,51621,44789,42829,38559,55195,47737,42250,40194,68999,58017,52029,47491,39335,38069,34411,33177,44972,42436,44804,43278,71950,60593,55245,51001,41649,41095,37157,36257,47463,45421,39836,37245,66068,55508,49026,44154,37141,35140,31865,30165,42639,39582,35625,34628,54588,48949,41552,40247,33419,31914,28059,28883,37564,36022,38045,38174,58598,50990,44501,44230,35601,35524,29420,31820,40354,39372,33082,31028,50668,47194,38445,36366,31030,28157,26692,25851,34686,32699,56363,49073,81269,69658,64577,56715,51747,45311,47137,39652,57274,50535,60991,53622,84444,73605,68897,61199,56390,50002,51512,44428,62023,55152,52434,45157,77819,66273,60753,52862,47798,41267,41887,35467,53965,46575,37580,37689,62005,52010,46371,44271,36688,37617,30822,31191,41357,41258,38558,38865,68670,54092,49558,45871,37344,38781,30534,32362,42976,42267,36637,36481,55271,49934,43284,42602,36029,36442,31245,30008,39706,40219,37906,25160,93366,27802,54365,26170,30594,24448,21658,23463,40756,25278,,,,,,,,,,,,,,16671,,42125,,28595,,15419,,7481,,21658
cty40107,"Okfuskee County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34026,49865,21301,1062314,29257,117408,37119,46205,40825,24355,33346,72186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34935,,22376,,29301,,35918,,38794,,32861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty40133,"Seminole County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47834,,31214,,39739,,48879,,53422,,44405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty40089,"McCurtain County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40516,,113398,,64365,,34263,,20914,,46977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty40075,"Kiowa County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty46023,"Charles Mix County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty01053,"Escambia County, AL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty04009,"Graham County, AZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33443,35639,56608,88889,41751,53101,30194,28406,25418,16283,35444,39275,,35307,,64639,,45264,,27460,,18514,,35163,,37902,,135224,,62779,,30517,,15316,,44903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29925,,53223,,39273,,26886,,20122,,32690,,,,,,,,,,,,,,,,,,,,,,,,,,41198,,103144,,58246,,31720,,9149,,45180,,,,,,,,,,,,,,38367,,104933,,55449,,28212,,1082,,43862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty24510,"Baltimore city, MD",45811,45993,37644,46474,43557,46161,47197,46010,50123,45837,45896,46081,62729,51921,46640,71803,58397,56759,66777,48855,71767,40273,63654,52654,35572,41751,34360,25171,35896,37765,36735,43409,37535,49945,36443,40761,40197,38461,73537,53076,50552,43616,34437,34945,28224,30347,41530,39001,42603,40404,73697,57832,53039,47098,37060,36191,31795,30801,43842,40958,38085,36834,72051,49549,48023,40923,32405,33752,25483,29701,39571,37320,33161,31770,67504,44941,43603,37064,30374,29313,21785,26445,37023,33155,30731,33236,40656,53124,34334,42764,29795,30043,26434,24619,32271,35626,35784,30225,105363,38394,52687,32921,30837,28474,19331,27204,40955,30954,55455,49433,85171,59350,62254,51380,45924,43973,40293,40111,52809,47425,61785,57246,84844,58807,67643,57926,54077,57004,48882,56482,60146,57444,49545,44373,83147,60374,56577,47254,38600,35899,30629,30058,46953,41132,43604,44536,1062314,64705,76324,52670,39434,42929,22137,34091,55370,48180,46908,44075,1062314,55656,96626,49611,34314,44232,9657,39333,58000,46890,40885,44586,87861,73722,55887,56130,39747,43049,30249,30920,47581,50855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty27027,"Clay County, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49960,40327,115266,93842,65601,57406,37922,32301,28502,20467,49408,43190,49942,41904,114200,81727,63930,57380,34234,36100,25359,26555,46061,44921,51658,39153,120708,102259,67078,54299,39967,27518,29690,14020,51675,39896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56455,44271,145514,104821,68571,56211,36313,26219,26263,11913,48960,39176,,47906,,75431,,55603,,39558,,31846,,46755,,39967,,124076,,51429,,14088,,0,,30586,32593,38869,42408,57035,36264,46889,31868,38491,29017,30580,34042,43050,,,,,,,,,,,,,,36701,,120593,,65863,,37178,,13383,,53443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty35039,"Rio Arriba County, NM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50251,35546,1062314,83940,103740,53413,39552,31335,22649,20555,63050,41084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32741,,114477,,62996,,34354,,11384,,48717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty36005,"Bronx County, NY",58171,50016,84975,68694,64506,54380,54763,48425,48259,42214,58027,51178,60105,54557,97367,59726,68819,56056,55285,53890,48863,51283,59882,54960,56280,46954,75272,77769,60795,52761,53996,44769,48194,37393,56261,48306,36720,35791,71126,50007,49674,42279,34412,34995,28482,31083,41156,38422,38338,36945,75167,55266,52799,45798,35806,35974,30220,31062,42998,40293,35082,34700,67033,45447,46687,39336,32970,34051,26823,31024,39314,36697,35837,35987,59677,43054,42804,38806,32768,34468,26228,32858,37852,36631,39271,38780,65873,53526,47134,45808,35931,36066,28340,31968,41853,40346,32247,33258,54158,33420,38479,33145,29308,32913,23941,32845,33817,33043,58782,48268,92485,66352,67362,54244,49599,43558,43521,38201,57094,48470,61582,50643,88969,74281,68374,58313,52691,44659,46828,38052,59645,50850,56371,46023,96423,59233,66836,50505,46763,42480,38246,38320,56065,46211,34832,35002,66287,45324,46478,40130,34738,35452,27688,30792,40364,38038,35767,35534,67931,47340,48221,41403,35713,36056,28690,31058,41489,38713,33833,34475,64984,43793,44845,39060,33730,34894,26569,30423,39296,37466,,39671,,38416,,39099,,39828,,40251,,39476,,,,,,,,,,,,,,,,,,,,,,,,
