cty,name,kfr_native_rA_gP_pall,kfr_native_rA_gP_pall_l,kfr_native_rA_gP_p100,kfr_native_rA_gP_p100_l,kfr_native_rA_gP_p75,kfr_native_rA_gP_p75_l,kfr_native_rA_gP_p25,kfr_native_rA_gP_p25_l,kfr_native_rA_gP_p1,kfr_native_rA_gP_p1_l,kfr_native_rA_gP_p50,kfr_native_rA_gP_p50_l,kfr_native_rA_gF_pall,kfr_native_rA_gF_pall_l,kfr_native_rA_gF_p100,kfr_native_rA_gF_p100_l,kfr_native_rA_gF_p75,kfr_native_rA_gF_p75_l,kfr_native_rA_gF_p25,kfr_native_rA_gF_p25_l,kfr_native_rA_gF_p1,kfr_native_rA_gF_p1_l,kfr_native_rA_gF_p50,kfr_native_rA_gF_p50_l,kfr_native_rA_gM_pall,kfr_native_rA_gM_pall_l,kfr_native_rA_gM_p100,kfr_native_rA_gM_p100_l,kfr_native_rA_gM_p75,kfr_native_rA_gM_p75_l,kfr_native_rA_gM_p25,kfr_native_rA_gM_p25_l,kfr_native_rA_gM_p1,kfr_native_rA_gM_p1_l,kfr_native_rA_gM_p50,kfr_native_rA_gM_p50_l,kfr_native_rP_gP_pall,kfr_native_rP_gP_pall_l,kfr_native_rP_gP_p100,kfr_native_rP_gP_p100_l,kfr_native_rP_gP_p75,kfr_native_rP_gP_p75_l,kfr_native_rP_gP_p25,kfr_native_rP_gP_p25_l,kfr_native_rP_gP_p1,kfr_native_rP_gP_p1_l,kfr_native_rP_gP_p50,kfr_native_rP_gP_p50_l,kfr_native_rP_gF_pall,kfr_native_rP_gF_pall_l,kfr_native_rP_gF_p100,kfr_native_rP_gF_p100_l,kfr_native_rP_gF_p75,kfr_native_rP_gF_p75_l,kfr_native_rP_gF_p25,kfr_native_rP_gF_p25_l,kfr_native_rP_gF_p1,kfr_native_rP_gF_p1_l,kfr_native_rP_gF_p50,kfr_native_rP_gF_p50_l,kfr_native_rP_gM_pall,kfr_native_rP_gM_pall_l,kfr_native_rP_gM_p100,kfr_native_rP_gM_p100_l,kfr_native_rP_gM_p75,kfr_native_rP_gM_p75_l,kfr_native_rP_gM_p25,kfr_native_rP_gM_p25_l,kfr_native_rP_gM_p1,kfr_native_rP_gM_p1_l,kfr_native_rP_gM_p50,kfr_native_rP_gM_p50_l,kfr_native_rB_gP_pall,kfr_native_rB_gP_pall_l,kfr_native_rB_gP_p100,kfr_native_rB_gP_p100_l,kfr_native_rB_gP_p75,kfr_native_rB_gP_p75_l,kfr_native_rB_gP_p25,kfr_native_rB_gP_p25_l,kfr_native_rB_gP_p1,kfr_native_rB_gP_p1_l,kfr_native_rB_gP_p50,kfr_native_rB_gP_p50_l,kfr_native_rB_gF_pall,kfr_native_rB_gF_pall_l,kfr_native_rB_gF_p100,kfr_native_rB_gF_p100_l,kfr_native_rB_gF_p75,kfr_native_rB_gF_p75_l,kfr_native_rB_gF_p25,kfr_native_rB_gF_p25_l,kfr_native_rB_gF_p1,kfr_native_rB_gF_p1_l,kfr_native_rB_gF_p50,kfr_native_rB_gF_p50_l,kfr_native_rB_gM_pall,kfr_native_rB_gM_pall_l,kfr_native_rB_gM_p100,kfr_native_rB_gM_p100_l,kfr_native_rB_gM_p75,kfr_native_rB_gM_p75_l,kfr_native_rB_gM_p25,kfr_native_rB_gM_p25_l,kfr_native_rB_gM_p1,kfr_native_rB_gM_p1_l,kfr_native_rB_gM_p50,kfr_native_rB_gM_p50_l,kfr_native_rW_gP_pall,kfr_native_rW_gP_pall_l,kfr_native_rW_gP_p100,kfr_native_rW_gP_p100_l,kfr_native_rW_gP_p75,kfr_native_rW_gP_p75_l,kfr_native_rW_gP_p25,kfr_native_rW_gP_p25_l,kfr_native_rW_gP_p1,kfr_native_rW_gP_p1_l,kfr_native_rW_gP_p50,kfr_native_rW_gP_p50_l,kfr_native_rW_gF_pall,kfr_native_rW_gF_pall_l,kfr_native_rW_gF_p100,kfr_native_rW_gF_p100_l,kfr_native_rW_gF_p75,kfr_native_rW_gF_p75_l,kfr_native_rW_gF_p25,kfr_native_rW_gF_p25_l,kfr_native_rW_gF_p1,kfr_native_rW_gF_p1_l,kfr_native_rW_gF_p50,kfr_native_rW_gF_p50_l,kfr_native_rW_gM_pall,kfr_native_rW_gM_pall_l,kfr_native_rW_gM_p100,kfr_native_rW_gM_p100_l,kfr_native_rW_gM_p75,kfr_native_rW_gM_p75_l,kfr_native_rW_gM_p25,kfr_native_rW_gM_p25_l,kfr_native_rW_gM_p1,kfr_native_rW_gM_p1_l,kfr_native_rW_gM_p50,kfr_native_rW_gM_p50_l,kfr_native_rH_gP_pall,kfr_native_rH_gP_pall_l,kfr_native_rH_gP_p100,kfr_native_rH_gP_p100_l,kfr_native_rH_gP_p75,kfr_native_rH_gP_p75_l,kfr_native_rH_gP_p25,kfr_native_rH_gP_p25_l,kfr_native_rH_gP_p1,kfr_native_rH_gP_p1_l,kfr_native_rH_gP_p50,kfr_native_rH_gP_p50_l,kfr_native_rH_gF_pall,kfr_native_rH_gF_pall_l,kfr_native_rH_gF_p100,kfr_native_rH_gF_p100_l,kfr_native_rH_gF_p75,kfr_native_rH_gF_p75_l,kfr_native_rH_gF_p25,kfr_native_rH_gF_p25_l,kfr_native_rH_gF_p1,kfr_native_rH_gF_p1_l,kfr_native_rH_gF_p50,kfr_native_rH_gF_p50_l,kfr_native_rH_gM_pall,kfr_native_rH_gM_pall_l,kfr_native_rH_gM_p100,kfr_native_rH_gM_p100_l,kfr_native_rH_gM_p75,kfr_native_rH_gM_p75_l,kfr_native_rH_gM_p25,kfr_native_rH_gM_p25_l,kfr_native_rH_gM_p1,kfr_native_rH_gM_p1_l,kfr_native_rH_gM_p50,kfr_native_rH_gM_p50_l,kfr_native_rNA_gP_pall,kfr_native_rNA_gP_pall_l,kfr_native_rNA_gP_p100,kfr_native_rNA_gP_p100_l,kfr_native_rNA_gP_p75,kfr_native_rNA_gP_p75_l,kfr_native_rNA_gP_p25,kfr_native_rNA_gP_p25_l,kfr_native_rNA_gP_p1,kfr_native_rNA_gP_p1_l,kfr_native_rNA_gP_p50,kfr_native_rNA_gP_p50_l,kfr_native_rNA_gF_pall,kfr_native_rNA_gF_pall_l,kfr_native_rNA_gF_p100,kfr_native_rNA_gF_p100_l,kfr_native_rNA_gF_p75,kfr_native_rNA_gF_p75_l,kfr_native_rNA_gF_p25,kfr_native_rNA_gF_p25_l,kfr_native_rNA_gF_p1,kfr_native_rNA_gF_p1_l,kfr_native_rNA_gF_p50,kfr_native_rNA_gF_p50_l,kfr_native_rNA_gM_pall,kfr_native_rNA_gM_pall_l,kfr_native_rNA_gM_p100,kfr_native_rNA_gM_p100_l,kfr_native_rNA_gM_p75,kfr_native_rNA_gM_p75_l,kfr_native_rNA_gM_p25,kfr_native_rNA_gM_p25_l,kfr_native_rNA_gM_p1,kfr_native_rNA_gM_p1_l,kfr_native_rNA_gM_p50,kfr_native_rNA_gM_p50_l
cty56025,"Natrona County, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53956,55907,81532,82906,60988,66818,41088,41534,31061,29727,50949,54395,53744,55188,81186,86681,61114,67519,41874,39404,32462,27232,51253,53072,54126,56569,81911,79443,61112,66021,40597,43440,30028,32075,50942,55454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56640,57445,83044,84028,62967,67727,44702,42862,34553,29807,53198,55190,56421,57231,83458,86893,63080,68569,44738,41603,34774,28593,53137,54363,56868,57627,83429,81217,62656,66854,43757,44063,33082,31109,52670,55868,37177,43037,47075,67119,40362,53185,34020,36291,30053,25355,37051,44161,38753,37714,46056,72183,40815,51471,36003,29482,32933,16331,38285,39402,35724,47622,47979,61852,40336,54293,32855,43227,28251,35087,36467,48634,,40026,,144057,,70238,,25750,,1585,,43808,,,,,,,,,,,,,,54184,,140426,,76272,,34940,,15646,,51777
cty40011,"Blaine County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49628,50647,99830,104961,67985,76365,40415,38673,27393,22361,53710,57124,50638,49376,106777,112509,70494,78545,41082,38037,27883,21824,54932,57012,48536,52037,91406,95018,64632,72810,39717,39809,27325,24281,52075,56788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55473,57074,99051,114454,70413,81962,46417,42914,33821,24535,57413,61578,59336,55681,104461,108891,74368,79824,49776,43174,37179,26863,60938,60135,51538,58679,91623,122748,65517,84521,42972,42061,30649,21102,53457,62922,32882,42163,16597,29993,25232,34659,34500,42439,41096,49121,29919,38452,,,,,,,,,,,,,,,,,,,,,,,,,29380,25567,64543,80762,41204,50612,25943,22104,17426,4250,33525,34859,,26372,,107376,,62150,,24848,,3633,,40621,,25737,,60440,,39525,,16772,,905,,27466
cty38005,"Benson County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39735,49777,89108,88098,59516,69983,33743,42173,20651,29493,46244,56241,42419,56170,102690,103943,66481,80401,37188,47792,23670,34443,50913,63760,37540,43942,86056,76673,56326,61414,30100,36951,15996,24361,43150,49824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55888,67913,98932,85788,72259,77139,49364,62053,37207,53015,59962,69952,58593,76122,93219,91831,72327,84926,53251,72830,42869,65820,62112,78979,53663,60251,105854,76673,71604,68668,44483,54460,30307,45579,56964,62125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12771,18945,28507,15756,18900,16932,10973,18661,5204,19837,15104,17815,12727,22339,27086,0,18840,7294,12730,21354,8413,30616,15760,14831,12969,16141,29388,23389,19719,19870,10343,15116,3598,11988,15383,17362
cty38059,"Morton County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63216,66089,97314,85840,73569,74474,50774,54849,39686,45123,62154,65242,63474,66194,96943,94113,74052,77870,52211,52570,41788,41456,62970,65312,63005,65938,98061,79106,73247,71745,49261,57794,37466,49969,61406,65556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65151,68128,98796,83011,74937,74652,53776,59979,42221,51224,63714,67662,64784,68371,94150,90830,73722,77830,54972,56807,44665,45949,63720,67229,65626,67887,102636,76258,75769,71789,52583,63374,39971,57595,63574,68013,,41124,,70767,,54147,,34665,,22146,,43650,,,,,,,,,,,,,,,,,,,,,,,,,17532,29111,68071,33839,35730,31897,15200,29178,1729,27394,25516,30490,,29657,,40756,,36379,,30384,,26560,,33260,,27628,,24972,,26195,,27930,,29084,,27088
cty46103,"Pennington County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49597,50601,75893,73018,56622,59775,37987,38563,28304,28115,47265,49487,51682,51557,80228,76397,59391,61573,39736,38815,30062,28469,49300,50084,47598,49648,71912,69715,53778,57962,35762,38242,25929,27766,44959,48799,29533,42741,46702,108881,32969,57400,24409,27311,19167,10019,28861,41050,,30272,,23614,,27427,,30742,,32964,,29029,,61165,,1062314,,76139,,22412,,0,,44693,53769,55304,75981,71354,59150,61395,43498,44920,34529,35593,50851,53332,54984,56929,79764,75376,61015,63892,43972,45342,34565,35779,51811,54408,52595,53681,72076,67135,57233,58763,43053,44506,34609,35669,49866,52103,38529,38755,58032,59284,44882,48378,33661,34541,26916,25189,38917,41100,39776,35324,80361,60828,52571,47478,33184,31900,22137,22291,41815,39102,37699,42308,54807,55962,42174,48667,30676,37955,23701,29842,36165,43212,19081,25147,34534,54736,24940,39781,16940,22393,12471,11667,21015,30571,24282,25519,58717,54658,35619,39904,21005,22413,12677,11689,28247,30665,14672,24717,17969,54639,15924,39662,13947,22379,12757,11746,14997,30505
cty30005,"Blaine County, MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43007,37677,55614,54034,49052,46895,41577,34289,37275,27348,45474,41050,46291,37627,56910,51995,51644,45706,45630,34676,42240,28918,48728,40445,40452,37982,60030,56817,49347,48767,37685,34435,31003,26186,43789,42311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52588,55471,57832,68038,55110,62608,52060,52809,50024,46804,53574,57968,55000,57355,52998,68566,54040,63776,55272,55059,56122,50003,54656,59511,51280,53335,61731,69019,56204,62147,50219,49957,46297,42232,53199,56527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21819,18637,33258,31319,26839,25493,21422,17352,18244,12248,24206,21267,26735,18595,23500,39582,24252,29632,24844,16132,25205,6788,24546,22614,19008,18307,44040,23585,29547,21439,16314,18434,8546,16509,23272,19883
cty30085,"Roosevelt County, MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48653,45138,100054,84146,66231,64240,37680,34966,24038,21051,51359,49603,46568,49372,104926,103345,66601,74665,36319,37661,22340,22457,50454,55147,51846,41635,96880,72177,67550,56641,40892,32163,27915,18921,54062,45102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57297,58794,105646,91726,72456,73306,46087,45796,32532,31778,58085,59428,56666,62965,101929,109055,71354,83228,46494,49352,33814,34057,57685,65388,58529,55126,108641,84069,73726,67199,46316,41466,32070,27061,58975,54632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30499,22463,52804,34766,38528,29258,28126,21642,22226,16702,33352,25325,29205,22985,44542,47423,35323,36368,28688,22285,24758,13573,31984,29011,30695,21611,60508,27562,41451,24845,26457,21022,18276,18513,34154,22873
cty46109,"Roberts County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49843,50099,107362,90316,69875,70053,39451,39955,25313,26328,53976,55026,48282,47732,103335,75430,67536,62063,38405,41017,25079,31414,52076,51511,51555,52249,105016,103542,70387,76389,40749,38898,26650,21683,55264,57937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59399,62946,87513,72882,69642,67968,52633,58891,43001,53181,60687,63711,57369,61432,86008,57727,68062,59538,51177,63275,41843,65786,59033,61281,61167,63919,91496,85671,72073,74098,53706,54573,43200,43008,62538,64983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18060,19254,46200,58388,29556,40287,16689,19997,9083,6754,23243,29530,19689,17952,70570,63486,37366,42691,18304,20052,6636,5271,27699,30624,16074,20589,17960,56630,16251,39860,14602,20899,13646,8907,15470,29812
cty29119,"McDonald County, MO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38123,42083,54248,66092,45112,54889,35066,36596,29284,27203,40283,46136,37689,43963,56720,68019,45925,56778,34578,38794,28320,30242,40339,47872,38424,40300,51972,64384,44366,53148,35592,34319,30358,23890,40257,44478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39462,42446,56990,64827,46662,54181,36435,37195,30007,27258,41378,45849,38729,44292,54437,68887,45329,57124,36199,38705,30517,28942,40571,47687,40070,40654,57685,61293,47265,51485,36868,35450,30217,25180,41969,43968,,29799,,38930,,35417,,30202,,26317,,32780,,,,,,,,,,,,,,,,,,,,,,,,,,41006,,148560,,80157,,38216,,19129,,55385,,40545,,35573,,37772,,41079,,43358,,39451,,,,,,,,,,,,
cty38085,"Sioux County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22326,30088,57800,84085,38530,57537,18860,21840,6457,1716,29173,39787,22233,30288,57372,95661,38527,61918,19571,20880,8367,282,29337,40429,22490,29931,53723,74411,37120,53587,19054,22881,7467,4424,28746,39140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44791,54429,27051,90465,37558,70934,52056,42366,64703,27800,44336,56373,,59515,,107437,,79516,,43701,,27698,,60335,,49992,,77224,,65009,,45065,,33447,,55499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14347,22354,35311,71338,23205,44860,13390,18363,6720,697,18285,30581,14498,21183,215044,64566,48360,42048,12176,17805,0,1263,29155,29156,13809,23714,0,73882,5312,46514,13386,19812,17245,2202,9382,32014
cty45033,"Dillon County, SC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29952,33175,65657,64288,44638,49687,24592,26981,13184,14769,34854,38855,29278,34522,67944,71690,45451,53546,24765,27401,13447,14630,35127,40410,30484,32028,63287,58141,43797,46462,24392,26724,12994,15143,34552,37535,22929,23789,65812,26796,37073,24986,21900,23131,13084,21852,29706,24077,21417,24317,42190,22298,28925,23025,20999,23651,16413,24064,25231,23329,24257,23317,106576,33056,47796,28439,22475,22951,7502,19087,34644,25725,36630,42047,67223,70214,46541,54491,28473,31265,17111,17622,37058,42893,35960,45644,77397,79532,49675,60203,27332,32885,14077,18724,37617,45775,37268,39335,60609,61644,44637,49549,29690,30439,19942,17901,36986,40556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28717,,1062314,,123331,,24869,,0,,56679,,,,,,,,,,,,,,,,,,,,,,,,
cty02050,"Bethel Census Area, AK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15698,19741,30663,29307,23448,25791,14545,18573,8533,14402,19206,22596,18904,20321,34311,28437,26963,25328,17970,19106,12834,15681,22692,22473,13244,19238,24438,29974,19015,26218,12252,18269,7029,13406,15916,22834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59433,,57606,,57516,,57339,,57216,,57435,,50564,,49717,,51778,,56109,,59081,,53792,,67550,,61707,,64512,,70486,,75234,,67077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15285,18301,31789,28879,22363,24117,14614,17426,9815,13273,18489,20643,18128,19056,33856,26312,24525,23007,17363,18249,13286,15267,20938,20552,13024,17681,27321,31692,19516,25399,12085,16719,6951,11175,15993,20876
cty56013,"Fremont County, WY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51399,51611,85806,77414,62667,63156,40792,40397,29957,29469,51544,52054,53057,49986,91830,79275,65538,62879,41748,38178,30592,27086,53154,50318,49838,53227,79349,76374,59751,63799,40239,42527,30071,31655,50112,53873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55108,56681,84746,72983,64308,63951,45705,48603,35418,39825,54358,56502,56074,56806,90579,75291,66708,65024,45834,48007,34791,39108,55327,56399,54196,56607,78640,71784,61625,63391,45507,48829,36169,39866,53198,56610,44705,53207,72728,108636,55449,74048,41323,40287,33442,21920,47783,55020,52544,57867,154632,189551,80008,88545,47340,42651,32016,22149,61319,61602,37904,47694,54012,84910,43097,62629,32986,35652,26896,17743,37819,47988,25531,25062,53628,50478,35416,37858,22291,22546,14909,13075,28940,29796,26374,18829,26120,35134,25927,27149,25775,16018,25682,8502,25851,21356,24513,33633,73331,89093,41804,58819,19542,30519,6953,15340,30957,42723
cty40015,"Caddo County, OK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41304,46550,95088,86142,62532,67150,34863,38598,21185,25393,48168,52925,42222,49491,84432,88460,59312,70124,36750,42692,25704,30930,47601,56132,40432,43980,106905,85616,65862,65218,33272,34539,17107,19145,48983,50336,,31735,,466489,,63528,,20272,,0,,39385,,,,,,,,,,,,,,,,,,,,,,,,,49621,56587,89698,77990,64647,67344,43009,49553,31322,39623,52928,58660,50620,60058,85445,84733,64107,73110,45046,53916,34769,43949,53758,63442,48669,53469,94075,74531,65433,63529,41415,45304,28372,34501,52505,54891,27288,38068,59477,53135,41033,46479,25916,37398,16555,31085,33024,41780,30628,35815,2272,43227,17734,39934,31997,35348,42395,32309,25054,37559,23498,41114,97719,524481,50997,98033,20554,43263,1418,15302,34420,66468,23170,32142,60517,107830,38034,65420,22829,30069,14388,12050,30467,44839,26107,34946,50789,145341,35502,77297,25130,34369,18978,14562,30267,51842,20102,29739,79337,92937,43955,57719,20014,26396,6582,8981,32183,39894
cty27021,"Cass County, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47318,50852,82400,74317,58656,61761,36682,41269,25496,31264,47479,51855,47698,52369,81710,75806,58918,63190,37934,42982,27613,33755,48089,53104,47012,49407,82579,72489,58518,60040,35874,39249,24024,28391,47203,50335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50650,54072,84439,72957,61079,62644,40784,45609,29565,36032,50123,54295,50389,55899,82966,73976,60486,64075,40951,47630,30317,38980,49833,55751,50894,52394,85444,71731,61543,60927,40660,43168,28935,32529,50412,52508,,46083,,60795,,55135,,47250,,41848,,51060,,,,,,,,,,,,,,,,,,,,,,,,,18137,23091,73626,57650,36573,40389,14094,20894,149,8496,25328,30046,21593,26128,1062314,62772,55500,43986,15834,23340,0,10868,33834,32914,14979,17815,44746,42184,27451,31115,11848,16765,1116,6958,19955,23639
cty27095,"Mille Lacs County, MN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52328,54714,94912,84463,64915,66924,38531,39978,25792,27473,51274,53592,51975,54358,94838,87906,64629,68029,38566,39127,26362,26670,50929,53139,52641,54991,95100,81466,64974,65904,37982,40651,24614,28089,51257,53931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54522,58179,97296,81575,66398,67617,41321,45517,28094,33699,52657,56615,54028,57508,97626,83737,66239,67942,41094,43805,28111,31969,52279,55375,54905,58814,95958,79728,66282,67173,41641,46635,28346,34763,52994,57390,,37546,,123380,,71302,,29774,,5138,,47286,,,,,,,,,,,,,,,,,,,,,,,,,15832,20655,116604,49448,43997,36212,11412,19993,0,9655,27365,27722,18839,23026,81107,57052,38223,40837,15470,22066,662,10500,26595,30890,13246,16155,55715,36194,29695,28085,7613,17104,0,9983,19376,22377
cty46029,"Codington County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54712,59940,87948,84140,64525,69936,42300,46714,31407,35791,53228,58715,56014,60740,96369,89113,68136,72067,43026,45942,31439,34680,55043,58883,53500,59068,82599,77981,61596,67040,40888,47758,30257,37793,51321,58182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55811,62069,88972,83467,65030,70661,44058,49827,32696,38538,53712,60415,56823,63059,96869,88644,68484,73093,44854,48974,32654,37168,55488,60666,54755,60991,84914,78226,62713,68100,42849,50799,31702,40431,52175,60005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13701,,0,,0,,14020,,24976,,4857,,,,,,,,,,,,,,16146,,0,,0,,17193,,33832,,4340
cty38053,"McKenzie County, ND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71908,69145,112410,124091,85409,91282,61409,52503,49376,36326,73479,71919,75912,66081,214426,121200,100481,87833,61524,48849,44975,33643,79667,67641,68540,72136,81802,129841,73646,95581,63943,55932,58204,38445,69120,76408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80690,78823,110725,113184,91572,93018,74760,65342,64754,50488,82747,79237,82166,75541,137182,133674,98342,95595,73256,56218,59735,38973,84607,74600,79713,82013,90243,100315,84598,90757,78400,74749,74246,64492,81499,83337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34980,24297,109334,47042,50795,36096,22679,22365,7527,13807,36046,28905,,19292,,6048,,12111,,19421,,24505,,15824,,29963,,61555,,44396,,25763,,14570,,34349
cty46121,"Todd County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24048,27275,43745,56822,33756,43656,22092,22078,15068,9788,28290,33643,27442,26796,35323,76286,31782,52610,27452,20395,24846,2729,29724,36460,21809,27691,50923,41430,35221,35610,17667,24111,5995,16853,27126,30641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45212,,53965,,49440,,41306,,36185,,45596,,62786,,100739,,82250,,55021,,41825,,68266,,35095,,29159,,31983,,37947,,42715,,34542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22294,19900,57702,42919,35979,32118,20884,18051,12514,8835,28520,24810,27975,13706,61022,34313,40262,25057,27390,12290,19955,2116,33673,18324,15964,25606,48561,49392,30515,37556,14743,23169,4565,14237,22972,29982
cty19193,"Woodbury County, IA",,54996,,71714,,62941,,48624,,42693,,56045,,,,,,,,,,,,,,,,,,,,,,,,,51326,52793,84395,75329,59084,61088,36035,38541,24342,27567,47316,50092,52418,54562,89314,80710,60977,64365,36277,39582,24355,28566,48059,51765,50260,51205,79328,71044,57079,58167,35810,36943,24539,25708,46517,48248,26787,29815,87116,42033,41416,33964,20689,26302,8358,21115,31196,30166,23157,30427,50849,74845,32733,44423,22682,25990,16865,14964,28017,35026,28337,29043,98074,36103,44440,31364,20035,25824,4688,21937,31958,28614,53953,55591,84782,75301,60614,62310,39844,41840,28353,30600,49385,52119,55044,57848,89487,79638,62570,65535,40140,43568,28208,32579,50213,54162,52863,53584,79893,71896,58664,59622,39760,40039,28884,28345,48658,50256,35782,35881,72094,60416,47853,47451,29620,31463,18858,20519,37969,39023,30457,35400,55548,61877,39246,47581,26022,31115,17619,20947,32210,38710,41162,36534,81932,55736,54000,45727,32744,31587,21040,20655,42378,38502,26579,23821,51453,53368,35903,38273,24473,20480,17903,9158,30252,28900,21814,15438,29202,26261,24419,20949,20671,13613,18411,8171,22555,17070,,31701,,63070,,45435,,26494,,15158,,35184
cty28067,"Jones County, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39985,43750,97179,80840,60923,61763,31374,33584,16475,19871,45530,47740,40505,44786,116313,86742,65545,64642,30396,33789,13963,20046,46548,48614,39411,42682,83202,75239,56498,58964,32199,33464,19153,19977,44337,46861,23873,26435,63155,58414,37432,40283,23571,25464,15392,15859,30692,32787,25487,24343,85343,46190,43081,33225,25145,23231,15328,16838,34353,28322,22342,28537,39920,71790,29452,48220,21990,27686,17317,14831,25802,37434,49542,51157,94103,77770,63123,62977,38207,40265,24761,27954,49453,51561,50003,53158,115867,84122,67710,66698,35580,40840,19151,28202,49454,53102,49072,49206,79324,71908,58915,59423,40552,39590,29976,27739,49217,49928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cty20013,"Brown County, KS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50399,52319,100033,90972,67729,70424,39919,40020,26773,26291,53311,55233,52833,53806,147765,95260,78941,73119,40451,41715,24220,28619,58106,56911,48448,51012,81611,89051,60271,68381,39423,37185,28644,21989,49918,53241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53538,56181,96588,91917,67883,72041,43931,43065,31302,28379,54849,57277,56442,56354,130830,99082,77786,75777,44752,43642,28968,28881,59220,58708,51163,55969,81860,87393,61865,69354,43564,42175,33160,27199,52214,56044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22785,32719,92020,50873,44561,41859,19093,30772,4012,23913,31582,35973,27383,32085,1062314,17402,80035,23665,23050,32986,0,39547,46174,28403,15858,33611,34800,223836,23912,77020,13581,27301,6772,1764,18914,46974
cty46102,"Oglala Lakota County, SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18611,27381,15867,61878,16933,46136,18341,21567,19249,7347,17579,34598,22304,30346,26543,61940,24593,46848,22141,23826,20650,12013,23435,35620,15767,24678,8305,58722,11860,43822,15840,19167,18439,2846,13737,32799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56254,,93689,,72377,,41969,,26656,,56792,,56153,,100344,,74432,,40052,,24243,,55928,,56642,,87665,,71085,,45419,,31244,,58661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17755,13535,17193,17261,17283,15372,17359,12698,17405,10700,17320,14021,20021,15485,36175,3596,27008,9455,20014,16361,15905,20867,23528,13225,15388,11648,7347,24967,11623,18725,15226,10150,17266,3076,13384,14448
